index,compound id (and file prefix),SMILES,iupac name (or alternative if IUPAC is unavailable or not parseable by OEChem),experimental value (kcalmol),experimental uncertainty (kcalmol),Mobley group calculated value (GAFF) (kcalmol),calculated uncertainty (kcalmol),experimental reference (original or paper this value was taken from),calculated reference,text notes.,mol,isosmiles
243,mobley_3968739, COC(=O)c1ccccc1, methyl benzoate,-3.92,0.6,-4.92,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d1ed60>,COC(=O)c1ccccc1
244,mobley_3969312, c1ccc(cc1)C=O, benzaldehyde,-4.02,0.6,-5.06,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d1edc0>,O=Cc1ccccc1
245,mobley_397645, CCOC(=O)c1ccccc1, ethyl benzoate,-3.64,0.6,-4.6,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d1ee20>,CCOC(=O)c1ccccc1
246,mobley_3976574, c1cc2c(cc1Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2," 1,2,3,4,7-pentachlorodibenzo-p-dioxin",-4.15,1.0,-2.31,0.04, 10.1007s10822-012-9568-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d1ee80>,Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
247,mobley_3980099, c1cc(c(c(c1)Cl)Cl)Cl," 1,2,3-trichlorobenzene",-1.24,0.6,-0.51,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d1eee0>,Clc1cccc(Cl)c1Cl
248,mobley_3982371, CC(=O)OC, methyl acetate,-3.13,0.6,-3.83,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d1ef40>,COC(C)=O
249,mobley_3999471, CC(Cl)Cl," 1,1-dichloroethane",-0.84,0.6,0.19,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d1efa0>,CC(Cl)Cl
250,mobley_4013838, CC(C)C(=O)C(C)C," 2,4-dimethylpentan-3-one",-2.74,0.6,-2.63,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12040>,CC(C)C(=O)C(C)C
251,mobley_4035953, Cc1ccccc1O, o-cresol,-5.9,0.2,-5.08,0.03, 10.1039P29900000291, 10.1021acs.jced.7b00104, Experimental uncertainty as suggested by 10.1039P29900000291 -- 0.2 kcalmol.  ,<rdkit.Chem.rdchem.Mol object at 0x2b7646d120a0>,Cc1ccccc1O
252,mobley_4039055, c1c(c(=O)[nH]c(=O)[nH]1)Br, 5-bromouracil,-18.17,0.55,-17.3,0.03, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12100>,O=c1[nH]cc(Br)c(=O)[nH]1
253,mobley_4043951, CCCC=C, pent-1-ene,1.68,0.6,2.53,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12160>,C=CCCC
254,mobley_4043987, CCCCC(C)C, 2-methylhexane,2.93,0.6,2.89,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d121c0>,CCCCC(C)C
255,mobley_4059279, CN1CCN(CC1)C," 1,4-dimethylpiperazine",-7.58,0.6,-7.87,0.03, 10.1139v91-2, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12220>,CN1CCN(C)CC1
256,mobley_4149784, c1cc2c(cc1Cl)Oc3ccc(cc3O2)Cl," 2,7-dichlorodibenzo-p-dioxin",-3.67,0.12,-3.32,0.04, 10.1007s10822-012-9568-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12280>,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2
257,mobley_4177472, CC(C)C(C)C(C)C," 2,3,4-trimethylpentane",2.56,0.6,2.67,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d122e0>,CC(C)C(C)C(C)C
258,mobley_4188615, CN(C)C(=O)c1ccccc1," N,N-dimethylbenzamide",-9.29,0.6,-8.11,0.03, 10.1139v92-210, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12340>,CN(C)C(=O)c1ccccc1
259,mobley_4193752, c1ccc(cc1)[N+](=O)[O-], nitrobenzene,-4.12,0.6,-3.46,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d123a0>,O=[N+]([O-])c1ccccc1
260,mobley_4218209, COc1ccc(cc1)N, 4-methoxyaniline,-7.48,0.6,-7.02,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12400>,COc1ccc(N)cc1
261,mobley_4219614, c1cc(c(c(c1Cl)Cl)Cl)Cl," 1,2,3,4-tetrachlorobenzene",-1.34,0.6,-0.3,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12460>,Clc1ccc(Cl)c(Cl)c1Cl
262,mobley_4252724, CC(C)Cc1ccccc1, isobutylbenzene,0.16,0.6,-0.26,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d124c0>,CC(C)Cc1ccccc1
263,mobley_4287564, Cc1ccccn1, 2-methylpyridine,-4.63,0.6,-3.5,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12520>,Cc1ccccn1
264,mobley_4291494, c1ccnc(c1)Cl, 2-chloropyridine,-4.39,0.6,-3.87,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12580>,Clc1ccccn1
265,mobley_430089, CCCC#C, pent-1-yne,0.01,0.6,0.47,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d125e0>,C#CCCC
266,mobley_4305650, CCC#N, propanenitrile,-3.84,0.6,-2.49,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12640>,CCC#N
267,mobley_4338603, c1c(=O)[nH]c(=O)[nH]c1Cl, 6-chlorouracil,-15.83,1.22,-15.13,0.03, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d126a0>,O=c1cc(Cl)[nH]c(=O)[nH]1
268,mobley_4364398, CI, iodomethane,-0.89,0.6,-0.64,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12700>,CI
269,mobley_4371692, c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)N," 1-amino-4-hydroxy-9,10-anthracenedione",-9.53,0.28,-10.98,0.05, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12760>,Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O
270,mobley_4375719, CCCCCCCCC, nonane,3.13,0.6,3.22,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d127c0>,CCCCCCCCC
271,mobley_4395315, Cc1cc(ccc1Cl)O, 4-chloro-3-methyl-phenol,-6.79,0.6,-5.14,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12820>,Cc1cc(O)ccc1Cl
272,mobley_4434915, CCl, chloromethane,-0.55,0.6,0.76,0.01, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12880>,CCl
273,mobley_4463913, CC(OC(=O)C)OC(=O)C, 1-acetoxyethyl acetate,-4.97,0.6,-8.01,0.03, 10.1139v91-2, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d128e0>,CC(=O)OC(C)OC(C)=O
274,mobley_4465023, C(=CCl)Cl," (Z)-1,2-dichloroethylene",-1.17,0.6,1.16,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Renamed mobley_4465023 from (Z)-1,2-dichloroethylene to (Z)-1,2-dichloroethylene (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12940>,ClC=CCl
275,mobley_4479135, C=C(c1ccccc1)c2ccccc2," 1,1-diphenylethene",-2.78,0.1,-2.47,0.04, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d129a0>,C=C(c1ccccc1)c1ccccc1
276,mobley_4483973, c1ccc(cc1)F, fluorobenzene,-0.8,0.6,-0.04,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12a00>,Fc1ccccc1
277,mobley_4494568, Cc1ccc(cc1)Br, 1-bromo-4-methyl-benzene,-1.39,0.6,-0.89,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12a60>,Cc1ccc(Br)cc1
278,mobley_4506634, [C@@H](C(F)(F)F)(Cl)Br," 2-bromo-2-chloro-1,1,1-trifluoro-ethane",-0.11,0.6,0.21,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Renamed mobley_4506634 from 2-bromo-2-chloro-1,1,1-trifluoro-ethane to (2R)-2-bromo-2-chloro-1,1,1-trifluoro-ethane (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12ac0>,FC(F)(F)[C@H](Cl)Br
279,mobley_4553008, c1cc(ccc1Cl)Cl," 1,4-dichlorobenzene",-1.01,0.6,-0.19,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12b20>,Clc1ccc(Cl)cc1
280,mobley_4561957, CC(C)C(C)C," 2,3-dimethylbutane",2.34,0.6,2.47,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12b80>,CC(C)C(C)C
281,mobley_4584540, Cc1cccc(n1)C," 2,6-dimethylpyridine",-4.59,0.6,-3.44,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12be0>,Cc1cccc(C)n1
282,mobley_4587267, C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O," (2R,3R,4R,5R)-Hexan-1,2,3,4,5,6-hexol",-23.62,0.32,-18.16,0.09, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12c40>,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
283,mobley_4603202, C(CCl)OCCCl, 1-chloro-2-(2-chloroethoxy)ethane,-4.23,0.2,-2.25,0.04, 10.1021jm070549+, 10.1021acs.jced.7b00104," Topology and coordinate files re-generated 10913 from original .mol2 files.  Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from bis-2-chloroethyl ether to 1-chloro-2-(2-chloroethoxy)ethane for better handlingstandardization.  Experimental uncertainty estimate updated to 0.2 as of v0.2 to match uncertainty estimate given in Nicholls et al. paper.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12ca0>,ClCCOCCCl
284,mobley_4609460, CCOC(=O)c1ccc(cc1)O, ethyl paraben,-9.2,0.3,-9.54,0.04, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12d00>,CCOC(=O)c1ccc(O)cc1
285,mobley_4613090, c1ccc(cc1)Cn2ccnc2, 1-benzylimidazole,-7.63,0.12,-8.0,0.03, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12d60>,c1ccc(Cn2ccnc2)cc1
286,mobley_4620651, COC(=O)C1CC1, methyl cyclopropanecarboxylate,-4.1,0.6,-3.6,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12dc0>,COC(=O)C1CC1
287,mobley_4630641, COCCOC," 1,2-dimethoxyethane",-4.84,0.6,-3.1,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12e20>,COCCOC
288,mobley_4639255, C(CO)O, ethylene glycol,-9.3,0.6,-7.27,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12e80>,OCCO
289,mobley_4678740, c1cc(cc(c1)C(F)(F)F)C(F)(F)F, m-bis(trifluoromethyl)benzene,1.07,0.2,-0.34,0.03, 10.1021jm070549+, 10.1021acs.jced.7b00104," Topology and coordinate files re-generated 10913 from original .mol2 files.  Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from m-bis(trifluoromethyl)benzene to 1,3-bis(trifluoromethyl)benzene for better handlingstandardization.  Experimental uncertainty estimate updated to 0.2 as of v0.2 to match uncertainty estimate given in Nicholls et al. paper.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12ee0>,FC(F)(F)c1cccc(C(F)(F)F)c1
290,mobley_4683624, CCCc1ccc(cc1)O, 4-propylphenol,-5.21,0.69,-5.21,0.03," 10.1021je00018a020 and Terres, E., Gebert, F., Hulsemann, H., Petereit, H., Toepsch, H., Ruppert, W., Brennstoff-Chemie 1955, 36, 272-274", 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Experimental value updated 102213 as the average of -5.90 and -4.52, which are measured experimental values from Varhanickova, D., Shiu, W., Mackay, D., J. Chem. Eng. Data 1995, 40, 448-451 and Terres, E., Gebert, F., Hulsemann, H., Petereit, H., Toepsch, H., Ruppert, W., Brennstoff-Chemie 1955, 36, 272-274., respectively. The uncertainty was taken as the standard deviation across these two measurements.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12f40>,CCCc1ccc(O)cc1
291,mobley_4687447, CCCOCCO, 2-propoxyethanol,-6.4,0.6,-3.94,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d12fa0>,CCCOCCO
292,mobley_468867, C1=C[C@@H]([C@@H]2[C@H]1[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl, heptachlor,-2.55,0.1,-0.97,0.04, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc040>,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H](Cl)C=C[C@@H]3[C@@]1(Cl)C2(Cl)Cl
293,mobley_4690963, CCOCCOCC," 1,2-diethoxyethane",-3.54,0.6,-3.42,0.04, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc0a0>,CCOCCOCC
294,mobley_4694328, CCCCCCCC=O, octanal,-2.29,0.6,-2.57,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc100>,CCCCCCCC=O
295,mobley_4699732, C[C@@H](CCl)Cl," 1,2-dichloropropane",-1.27,0.6,-0.27,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Renamed mobley_4699732 from 1,2-dichloropropane to (2S)-1,2-dichloropropane (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc160>,C[C@H](Cl)CCl
296,mobley_4715906, C[C@@H]1CCCC[C@@H]1C," 1,2-dimethylcyclohexane",1.58,0.6,1.69,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Renamed mobley_4715906 from 1,2-dimethylcyclohexane to (1R,2S)-1,2-dimethylcyclohexane (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc1c0>,C[C@H]1CCCC[C@H]1C
297,mobley_4759887, CCCCCCCI, 1-iodoheptane,0.27,0.6,0.23,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc220>,CCCCCCCI
298,mobley_4762983, CCCCCC=C, hept-1-ene,1.66,0.6,2.76,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc280>,C=CCCCCC
299,mobley_4780078, Cc1ccc(c(c1)C)O," 2,4-dimethylphenol",-6.01,0.6,-4.98,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc2e0>,Cc1ccc(O)c(C)c1
300,mobley_4792268, CCCCC(=O)O, pentanoic acid,-6.16,0.6,-9.05,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc340>,CCCCC(=O)O
301,mobley_4845722, c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl, hexachlorobenzene,-2.33,1.16,0.38,0.04, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc3a0>,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
302,mobley_4850657, CS(=O)(=O)Cl, methanesulfonyl chloride,-4.87,0.6,-6.22,0.02, 10.1139v98-084, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc400>,CS(=O)(=O)Cl
303,mobley_486214, COc1cccc(c1O)OC," 2,6-dimethoxyphenol",-6.96,0.1,-7.39,0.04, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc460>,COc1cccc(OC)c1O
304,mobley_4883284, c1ccc(cc1)N, aniline,-5.49,0.6,-5.54,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc4c0>,Nc1ccccc1
305,mobley_4884177, CCc1cccnc1, 3-ethylpyridine,-4.59,0.6,-2.96,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc520>,CCc1cccnc1
306,mobley_4893032, CCCCC#N, pentanenitrile,-3.52,0.6,-2.15,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc580>,CCCCC#N
307,mobley_4924862, CC(C)CCOC=O, isopentyl formate,-2.13,0.6,-3.41,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc5e0>,CC(C)CCOC=O
308,mobley_49274, CCCCCC#C, hept-1-yne,0.6,0.6,0.64,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc640>,C#CCCCCC
309,mobley_4934872, CCOC(OCC)Oc1ccccc1, diethoxymethoxybenzene,-5.23,0.6,-5.2,0.04," J. Peter Guthrie, unpublished data, as provided to D. Mobley 20072008, and as cited in 10.1021jp0764384", 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc6a0>,CCOC(OCC)Oc1ccccc1
310,mobley_4936555, Cc1cccc(c1C)Nc2ccccc2C(=O)O," 2-(2,3-dimethylphenyl)aminobenzoic acid",-6.78,0.1,-7.67,0.04, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc700>,Cc1cccc(Nc2ccccc2C(=O)O)c1C
311,mobley_4964807, CC(=O)CO[N+](=O)[O-], nitroxyacetone,-5.99,0.1,-5.36,0.03, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc760>,CC(=O)CO[N+](=O)[O-]
312,mobley_4983965, CCSCC, ethylsulfanylethane,-1.46,0.6,0.3,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc7c0>,CCSCC
313,mobley_5003962, c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N," 2-amino-9,10-anthraquinone",-11.53,0.29,-13.89,0.04, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc820>,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O
314,mobley_5006685, CC(=C)[C@H]1CCC(=CC1)C=O, 4-(1-Methylethenyl)-1-cyclohexene-1-carboxaldehyde,-4.09,0.17,-3.59,0.03, SAMPL4_Guthrie, 10.1021acs.jced.7b00104, Renamed mobley_5006685 from 4-(1-Methylethenyl)-1-cyclohexene-1-carboxaldehyde to (4S)-4-isopropenylcyclohexene-1-carbaldehyde (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc880>,C=C(C)[C@@H]1CC=C(C=O)CC1
315,mobley_5026370, c1cnccc1C#N, pyridine-4-carbonitrile,-6.02,0.6,-5.76,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646cfc8e0>,N#Cc1ccncc1
